,Classe,ID_bat
69,Comercial,6f753876-d0b0-47dc-875d-7c209f994d8d
70,Cabanon/Garage,69a01e75-ef0d-48b5-889c-64917a3949b9
71,Comercial,4bd7bc59-800a-4ce7-abec-8eb77b9a5b42
72,Comercial,743ef024-d4f8-42b2-8248-c476f55f2d37
73,Comercial,3446a6be-d24f-4bb3-ad63-efb0bc8a6e17
74,Comercial,dba359ce-a114-41f9-bb75-c7c4defab1a1
75,Comercial,b32d8434-b67e-4e92-9969-e152b0ce206a
76,Comercial,9ba83204-733b-4de4-a594-337a7e04db72
77,Comercial,63972626-e332-434b-b596-efc6199f2ab4
78,Comercial,fa2fbbcf-c771-426a-a694-7f7b4c2d529d
79,Comercial,d50fa12c-519f-47e8-9387-7c0936e429c2
80,Comercial,4fa1a986-6f69-4684-9561-67fa076c6181
81,Comercial,06864701-5be4-4618-8135-d09f3315e299
82,Comercial,459fe2b4-467f-4196-bd53-bcdecfc2c354
83,Comercial,4f5c4f23-cbdc-4f04-ae16-4f010f5fbb43
84,Comercial,944204db-382f-4433-ac2c-d66dc0db5e71
85,Comercial,f3b451f9-f746-4e12-a1bc-956c53cd4f37
86,Comercial,42a4a16f-dee0-46ce-a6f7-b04f5584eba6
87,Comercial,0fcb2092-754e-429a-8acb-514bb2850b46
88,Comercial,49af2d93-c295-49c1-a985-81baed1e8852
89,Comercial,9ffc99de-fd02-4e9c-9a37-6e672f1778dc
90,Comercial,e331a795-a11e-4a5b-8eff-52e5293b4672
91,Comercial,c1ed85c9-1dc6-4d0a-bed1-c468ae1e70af
92,Comercial,f6d161ae-f928-42ce-8d88-73aeb46371ce
93,Comercial,a006633f-8d96-4e0b-94cb-3b8192df224b
94,Comercial,20d05d84-f1ff-4b40-8a38-cdd26b3d0919
95,Comercial,8f05c6e5-349c-480e-8fb5-a2c826e0480e
96,Comercial,fb8752d6-b028-4427-8e5a-840074ed8416
97,Comercial,55c3afa8-ba07-4017-9182-da11a4294f11
98,Comercial,538c5da2-1508-4f62-8013-8ecde88d0946
99,Comercial,84b37350-fbad-46b4-aff7-0531572957f4
100,Comercial,6f81b931-9045-4134-ac31-5ae61fd1e2c2
101,Comercial,cf3c2f55-4f72-4a30-9e95-0b1ef5a3d916
102,Comercial,0c63bd52-4bf7-449a-bb4b-b9a8cd905c0f
103,Comercial,e38c12a5-9661-4d9b-b8e0-6971b41dcf15
104,Comercial,f23d2121-fa73-40be-b197-b86545838959
105,Comercial,5b68d0da-11e3-411d-845b-5d2ba9495729
106,Comercial,f589756d-a6c6-4ec1-868b-cf1a2f69cefa
107,Comercial,a93f1885-ed44-428b-af0f-e60ad7a790ff
108,Comercial,6ef1b8b7-a5c8-43d1-8a5c-55eaeb1b4466
109,Comercial,4be76d91-7390-4ab7-a3ae-796ad8c6a4b9
110,Comercial,c97650e2-0e67-42be-8463-0bb39c738ade
111,Comercial,39c65562-bf9d-45d5-85ca-42b3ded9f69a
112,Comercial,b17d52ac-d079-4548-bf69-787bd33b1ffd
113,Comercial,a0f7c07a-c3cf-4916-b80c-2ff263120cc1
114,Comercial,a865cd0f-cc76-4e3a-aea4-2a4c0a8025e3
115,Comercial,63dabe7b-e193-4edd-9c29-4afb67b077b7
116,Comercial,2934ff72-06fb-4f55-b75e-e9bc11b35a50
117,Comercial,dad773f5-61bc-454a-b5ec-5458822e934f
118,Comercial,373c5b85-565b-4662-a9dc-24ec40dbf8b8
119,Comercial,6130d905-7b75-4e16-86c8-19ec87ee6415
120,Comercial,20c2c766-6396-4113-bf08-efaabb951d27
121,Comercial,2b3ac9c1-ca42-4489-924e-cbc7ec40c831
122,Comercial,0bd0e6e7-b2e9-4308-9dc0-f23e5820f606
123,Comercial,6375ce33-d636-43cf-b0b7-22a24cfbfeb9
124,Comercial,533c2af6-d5da-44ac-9d74-aa20c856aff3
125,Comercial,a30c8dd0-f75c-4f5e-9271-2f3d51188a57
126,Comercial,a4c1a326-73a9-41b9-8949-bbcdea1025e7
127,Comercial,b7dae316-0552-4457-b4ec-021a73af08ed
128,Comercial,062c9c30-7829-4ef8-a2f6-6fad346b6d84
129,Comercial,4e382438-ddae-48bd-91f2-0a49c2ed0928
130,Comercial,b014bb33-10ab-4705-b8ec-13bb796bdc83
131,Comercial,f30fa90b-9542-456f-ac5c-cbc5c91092ca
132,Comercial,46ad7e96-e328-4086-bb0d-1070c92bd52a
133,Comercial,a2c602bf-978f-4ff8-a27b-8179ffb169c9
134,Comercial,d9d472f9-1651-402d-8070-783c35bc25b3
135,Comercial,e8a5f5e9-14af-4ae9-9267-e6906f410f0c
136,Comercial,0e9c738b-ebd0-4f8e-8082-5713d45d7239
137,Comercial,135303d5-893e-4c1a-8d08-6b857c0ef385
138,Comercial,bdf062c9-c474-4ab2-926e-3ecb37749c8d
139,Comercial,36bc27cf-982f-45cc-8c87-6097ddae4bce
140,Comercial,008df5f7-80c6-4814-bbda-e1757dc40c6f
141,Comercial,fda1ead7-4230-44cb-9e5e-cae4849b74e7
142,Comercial,9ea432a4-03c8-4be9-88b6-8756f5cf200f
143,Comercial,0382d48b-984c-4761-9dd9-582d5c437501
144,Comercial,2c21186e-f3c1-4073-ba3c-64464c1b771e
145,Comercial,dcd3b675-87df-457e-98a9-babf6fe872fb
146,Comercial,39aef430-e39b-4db1-ac9d-1812718f54f5
147,Comercial,946aba56-b6f9-4d7b-9033-0cc89756df34
148,Comercial,71678475-81e9-44a9-bcd1-0fcfa43734fa
149,Comercial,2bd24560-263b-4eab-8951-7bfde075fdb5
150,Comercial,df9832cf-18a9-4db5-b33c-ead9cff7fa20
151,Comercial,7f3853a4-f8d4-4275-9d26-98158f0ae305
152,Comercial,628d6622-8b97-488c-81c1-d9c1408a7226
153,Comercial,3bdc6eb9-f5aa-4ec5-9b3a-6bca58ea42a8
154,Comercial,f9c79e66-fab4-4ac8-b457-41938732c600
155,Comercial,f938b8e4-5767-4898-8da7-714f740fdaf6
156,Comercial,9e6427a9-ce53-4a34-8c40-00b44b9c6282
157,Comercial,40b7e1aa-2bdc-45de-add7-58b064def669
158,Comercial,48077a89-d9ec-41c4-83b1-e8f95634f65c
159,Comercial,ec1e4201-98ba-4c7d-90ac-f72271b5c048
160,Comercial,0383a4f0-3d66-4f8c-9e5f-94e6c2ae5d28
161,Comercial,d6c89b36-f581-4c97-b816-128c2e16e515
162,Comercial,db87a67e-cb1f-465d-b9eb-e4884dc1da11
163,Comercial,dfb19d84-0a84-4713-9385-8ee29dcbb0f4
164,Comercial,c25a53d4-8afd-494c-899e-e5db2bd1d52d
165,Comercial,8f47b162-0163-406d-90e5-58143903a6e3
166,Comercial,5ca9bbaf-69f9-44a2-a2f7-aed8d9620d48
167,Comercial,abac86f5-0184-42c0-ac68-cb973064732f
168,Comercial,70ca62f5-b228-4cd8-9de2-69c3ea297956
169,Comercial,17ff927e-c9aa-488a-b639-b93755fe8a8f
170,Comercial,20f0482d-ef3f-4af3-8ed3-cd6fa3309185
171,Comercial,f8e1b7f8-c60b-49cf-a142-f3582f2d614d
172,Comercial,0eccbbe7-a9ad-4c99-878e-5a7ff69df503
173,Comercial,194f4142-c08d-4752-937e-f9772da3accb
174,Comercial,38f7d45c-f74e-47b8-a3b3-109a301dbf25
175,Comercial,737decb5-4da8-4f93-be29-894ce713c22b
176,Comercial,d7b6d2f6-b0c2-4312-84ea-849087e577d9
177,Comercial,e7785a88-7077-4f2d-ae62-42fb679f28c4
178,Comercial,9d9f01c7-aa77-4d47-ad8c-1b6c68ed1270
179,Comercial,4a606fd4-7df5-495f-815a-e13775514d38
180,Comercial,9c6ee6d7-4df0-4432-8e56-3d8ff7db7d12
181,Comercial,c2a1e2b7-a621-4ce6-9d57-700a67524bbd
182,Comercial,7741d347-7425-4e5c-af25-c8741a2c0819
183,Comercial,43f12d38-8bb2-4998-b422-fc8cd9f2ad66
184,Comercial,5096211b-f44d-4a90-9720-21bad825555e
185,Comercial,8edb76b8-2f70-4468-9d07-b6b2fdc54205
186,Comercial,8ef3daf1-54f8-4a61-966b-d507175e1c4c
187,Comercial,57c5de02-b2db-4612-a3db-8552307f4578
188,Comercial,415f9eb4-b10a-4d90-8f4e-e63098489d6d
189,Comercial,339b0e36-9e8d-47b0-af4e-c90b8fca4c12
190,Comercial,beb43827-3247-4fbe-8c60-d1e16b824125
191,Comercial,43ca3238-447e-4780-95fc-0bc2fa7da6d0
192,Comercial,f4608634-a3ae-446c-8399-afcf0e6815c9
193,Comercial,9abd72ef-d942-469f-a1a0-4b4d3c83a377
194,Comercial,5a987c67-809b-4a90-9af9-8a2fd8030bad
195,Comercial,08644196-5cba-4c3d-a93c-9429d1b53231
196,Comercial,5ded14c1-4ebc-40a9-91dd-832e37d53842
197,Comercial,89553b3c-3dcd-4dca-bb73-7a1743ff0d8e
198,Comercial,a0277351-8443-4a02-bb2b-caa8a9ed97d4
199,Comercial,2cf45133-9b1a-450c-9063-262a176e1724
200,Comercial,8c2fda47-27bb-4185-8c78-b4665d7d5d83
201,Comercial,55bf9d42-4574-413f-9574-4e9786168b15
202,Comercial,c749de82-d609-440f-8844-65494d613b30
203,Comercial,8ce45dd9-8f7d-4234-86ce-c68696c9e5da
204,Comercial,c559c72f-fb4a-4cf6-9d4a-f6ccc6383e62
205,Comercial,3aa5c39c-c2f0-4c95-994f-37584bf0b730
206,Comercial,951b9254-8309-4f89-b843-71318ae055f1
207,Comercial,8373d53c-56fb-4e37-9cc0-4e887fd88fec
208,Comercial,c5949006-a9e9-49b1-ad4b-cda92c0e022f
209,Comercial,9a17ab4a-c844-4c9e-86ee-fa072667f9f6
210,Comercial,895fb790-a581-4a07-b5f0-6d93cfacd88e
211,Comercial,f0987234-5717-4cad-ac13-298b2c4b5416
212,Comercial,c4ec2324-1b25-4c0c-96af-9f3269e1671e
213,Comercial,627ae46b-1dc6-4b0a-85c7-19ac89800874
214,Comercial,1bf6b972-7398-4dc6-85df-d92a0db97696
215,Comercial,9e46a64d-3b49-478f-b3dd-65af80926ef8
216,Comercial,fa3b3086-37cf-4d89-9771-4d461954fda1
217,Comercial,98bfbf95-241e-4b46-9231-b07e0b668121
218,Comercial,8cffc8ca-0b5a-490c-9a7c-d63579630112
219,Comercial,c2810d9d-a989-4630-b6fb-40f1503094fe
220,Comercial,20ce0074-0d7b-4c67-8242-349e644d6157
221,Comercial,d5f31d4d-ca78-4fd0-ba1f-9dbb678554cc
222,Comercial,fe5e52c4-9415-4494-ba78-77580f2d4c0b
223,Comercial,4f603f41-2f19-44d6-9aec-72ce24ca6e0f
224,Comercial,5a28640e-97c1-4e75-8fe6-5d2f0b22bf26
225,Comercial,21aa76a7-d9df-4913-9d12-061257bcdb86
226,Comercial,86a7b386-7296-49ee-93fb-663d8a8d8c8e
227,Comercial,1cca99b8-9ba0-4628-93e3-e79141b2c4d8
228,Comercial,3b8f90e4-76eb-4267-9143-e4897a0e666b
229,Comercial,6f5ae9df-9f88-4bed-b127-45d2ededc50d
230,Comercial,e24a3568-648e-41de-b309-ea5973617e8c
231,Cabanon/Garage,5df4ecb2-0c3e-4d66-bf76-e6b838df0559
232,Comercial,8615050f-b3f0-4af7-a838-a06cd243eb20
233,Comercial,1a1abbf3-f5c6-4906-8951-3ef6cde82580
234,Comercial,b9aa02f1-61b2-43e3-90b6-36718d5de540
235,Comercial,ba0c726c-02f6-4b45-becf-7a8f281d62cd
236,Comercial,591fcfb0-4914-4371-8644-0bc0c70af959
237,Comercial,eb9d91e9-6ebf-4144-8614-1897d32d5774
238,Comercial,09da857c-01f9-4182-aacb-e719f03e26f0
239,Comercial,cb04aa89-52d8-451c-9bb9-6f20e2fe5efa
240,Comercial,2537588a-421c-438b-8249-c0d4f1d8eb44
241,Comercial,c5c9aa93-af17-4499-b721-95abc127248c
242,Comercial,0d9ad8ef-830a-4132-92f0-aafd2c73d6ff
243,Comercial,509d81ad-5c0b-4aaf-8c42-d20b1f41276f
244,Comercial,e426cccf-e366-45ce-af4a-59501418abe0
245,Comercial,26ff6afe-ca3d-437c-bb6a-bbf22cac9e1e
246,Comercial,24ce4f48-b303-4762-8249-ceb53e1e9ce7
247,Comercial,7ad58e8b-64ac-4230-9853-2a75b6e90fd0
248,Comercial,6a07900d-9f8a-4518-9bec-bbf246c853ad
249,Comercial,8600cad3-d50f-4124-8443-cecadcb7cd58
250,Comercial,991f6bf7-4faa-4007-9dd0-b20a69260916
251,Comercial,380adf7d-9c39-476c-b83d-d04598897edd
252,Comercial,635188b9-b60f-4bf8-8c76-c71f7f21e850
253,Comercial,aae39a6a-a9bd-4137-b693-9d402819f3ea
254,Comercial,57c3602f-c47b-4043-adad-9a7939dfb68d
255,Comercial,c7b56e3e-f66e-44cf-98d3-6bf8db912f72
256,Comercial,9e9cc057-ebaf-45f4-9a5a-cc5ea404e983
257,Comercial,1bc34962-b9e3-4f7e-94a0-9a722d28d1af
258,Comercial,7e72e678-10d3-4319-8006-34d691d683f2
259,Comercial,bdf41121-275c-4128-819b-953b5c7b0caa
260,Comercial,1ec4037e-96a0-45e9-9f96-badeb671b5a5
261,Comercial,ef3a4029-b625-440f-aa81-6609e74b7773
262,Comercial,eae0a43b-b08d-4eee-9f28-950fb1b13632
263,Comercial,e0898f84-c72d-4a22-8d38-75fdde04495f
264,Comercial,5a0ffe0a-9f5d-47a2-bfb3-ab058152fca8
265,Comercial,3455da0c-4725-40ea-a8e5-b0411b395e28
266,Comercial,87ba4441-4576-40e7-a5b9-288416cfee9d
267,Comercial,9580a543-bc7a-4b94-96da-f2352f049883
268,Comercial,32a033e1-ea17-4fad-a381-561023205dc5
269,Comercial,e1edeb04-a1b6-40bd-9e9e-9c09eba13cb1
270,Comercial,d7cf2bbb-c2c5-4798-9bab-0f0bcc57f041
271,Comercial,0c09f347-6764-4bde-b035-eabf41375374
272,Comercial,21341978-c9cd-46ce-99b8-5fc310cb8b0f
273,Comercial,b1bdf392-ca36-47b5-ab79-6a5cd9eed228
274,Cabanon/Garage,41c92967-3b07-4e04-afa5-bab15a6b6942
275,Comercial,dc43c95a-b068-4781-bde5-e5d83f4aed81
276,Comercial,e1838a29-c31c-4b9d-8d83-0e1e9bd221c5
277,Comercial,363bd439-1cba-4f62-abda-d306ee2bc204
278,Comercial,59c02c28-632d-4085-9d1a-803e329f7a05
279,Comercial,d5a6bbe5-0caa-400d-ad52-592c764616f9
280,Comercial,b4adb66a-e432-4978-8d6a-e847fdfbe36e
281,Comercial,885f8bd8-0d99-4dc4-865a-28d1b0afab60
282,Comercial,ee3fe14c-742d-40f9-b913-3421960f5800
283,Comercial,cebc3c73-aebd-46f7-b411-b3343d941857
284,Comercial,08513cbc-ee05-4844-a89e-69cb7c9e2579
285,Comercial,ffc7a859-d430-465e-961c-a188d30cac74
286,Comercial,7f8c10ce-a50c-4d91-9ca8-728a4946366b
287,Comercial,6862e3ec-7d02-4092-83c8-97299f1c6002
288,Comercial,f139abcd-039e-4f38-9c3e-ee5d8717df14
289,Comercial,68ec0424-1518-440f-b3fb-8b70bad264b3
290,Comercial,b900b7e6-5c3a-4a9e-8aed-bd0e9eced4f5
291,Comercial,efa88674-5641-4709-8fbf-d7a1e356506f
292,Comercial,b5b96311-7877-4e67-8e89-3c539e03da85
293,Comercial,b2edcba6-413b-45e9-b45b-dd089d729eda
294,Comercial,04982144-20ca-425c-9b53-e182c1b6c9d0
295,Comercial,3e3fdc20-df55-4a46-bb90-77e308a4ed92
296,Comercial,c926dc9f-850c-48df-a987-cbdecdd0a6cd
297,Comercial,29fee52d-bd52-4f64-b04f-705c50418814
298,Comercial,a149605e-b71c-4401-ab65-c877b49a4f8f
299,Comercial,66ae3a4b-ed1c-46be-a062-b112802120a2
300,Comercial,fa7df7e2-5ede-43fb-b0a7-6fe2a727b354
301,Comercial,bf60f49a-f335-40ff-ab2d-b457a359df1e
302,Comercial,18bfb9e0-b09b-4237-a310-2c964ef50412
303,Comercial,d2788a16-f0a4-4418-99c6-dced621834a5
304,Comercial,64cd66d1-3e35-41c3-bb07-81faed9c45e2
305,Comercial,1f906d0a-7863-41b5-98d0-e0a4fb9ebc30
306,Comercial,74da40f4-d35d-45c9-aca6-4871109e0b18
307,Comercial,ffbb55e6-c0f0-44f0-97d9-052f0a38d955
308,Comercial,945a2dbd-467b-41f6-8c6a-431c5bbe044a
309,Comercial,56337e22-a826-48ae-a119-53df098ef98b
310,Comercial,b0666099-2325-4392-8609-1cf815523c7b
311,Comercial,e80c30fa-afd6-4267-bbb8-1abb9e519afc
312,Comercial,ca028334-24a3-4cc5-bd8a-ff0cf7804e62
313,Comercial,e16bb501-086d-4b8e-9c27-b0d278f4f555
314,Comercial,6b45e8bf-3117-4018-84ac-6be3df5e35c0
315,Comercial,52ff83e4-2fc8-4f78-b1d0-c0594c345a34
316,Comercial,55073846-e560-4072-9db1-8932e34eadcc
317,Comercial,ac9fbecb-0943-404d-b40d-2e33c97e6537
318,Comercial,db01f75b-f4e5-4ca0-9432-76ac71b74ad4
319,Comercial,4d3dbf51-00b3-48a0-a3c2-025d56d5f9ae
320,Comercial,c8fe99b2-0a09-4483-8a6d-db70b9e5e8c8
321,Comercial,a7f05a54-ec0a-472e-bab2-d892a152d61d
322,Comercial,c86f4b6c-7340-4615-99d5-890ddf8a87a3
323,Comercial,22a0733d-c5f0-4117-affc-30dd72f12672
324,Comercial,9b8ecfa9-800e-4d86-b5b1-da98f8682fcb
325,Comercial,35d091a5-3013-4e8e-96c6-93a858a4a9a0
326,Comercial,e3e7bc8e-9bcd-4634-803d-d557e5b98a30
327,Comercial,3644fe77-a0d1-4488-a525-e55f085acc5c
328,Comercial,d64b8b29-6fa2-426e-99bf-5e7795dcd6c1
329,Comercial,6db2861e-03b4-4465-b6cb-21b8b5b96ef3
330,Comercial,47b12280-0690-4f4f-82b5-8b1be68d08f2
331,Comercial,91550de7-588b-49ab-ad9c-7704100de3af
332,Comercial,59b974f2-10f1-436d-8355-0303c1b84aba
333,Comercial,8238e410-0783-400e-af66-e6b80f252687
334,Comercial,c243b0c2-7ba5-40e3-9a45-adeba7d56f35
335,Comercial,522f0e16-5ae2-4964-b459-d4db8df17dca
336,Comercial,baafaf8d-1470-48c8-902e-5f7e712ee8d6
337,Comercial,70d394b4-b011-4aef-8e8b-b5cf93d545fe
338,Comercial,0dfa871e-3f08-4917-b30b-21c5181bdc84
339,Comercial,450f506b-0760-4f9b-8355-7d638fd02c15
340,Comercial,f475f576-4824-4315-85c9-c72408c7273f
341,Comercial,902b2f2f-37fd-4509-b233-f7212e50b338
342,Comercial,7ff35eb1-6d12-4c67-be6b-7d709c111785
343,Comercial,4f1bc00c-be5f-4971-a182-ae4212046873
344,Comercial,3269cdcc-edef-414c-8c6b-de6d7c2aff8d
345,Comercial,2e484b25-4203-49f3-9a93-cd7e635da07c
346,Comercial,9d4e88c4-c78b-4f1a-bc4e-566ec183a1c8
347,Comercial,31abe458-a9b7-4483-8019-35ed1f2b5131
348,Comercial,32477fd9-a21d-42ed-9a3d-2145b4cfa258
349,Comercial,770f0606-9263-4bef-800b-76f621e70adf
350,Comercial,30c12a64-dbff-42f0-afae-45aedf952d65
351,Comercial,271167e8-3d70-4b78-a2da-6d07bda745d2
352,Comercial,65d2b888-cde5-4fff-9232-8dbf80044944
353,Comercial,53fadf62-4610-4992-9109-58d474bf443d
354,Comercial,4bd7a6da-a6d8-4dd1-af9e-51b90f5ea96a
355,Comercial,62b8c25b-9662-4001-8af0-c489792f2018
356,Comercial,48cc2bee-53e2-47f5-8b6f-aa02466fefd1
357,Comercial,e9f9ce8a-aabe-4f57-b8bc-2fc5916ad3dc
358,Comercial,f3b5cb7b-5380-4586-97f0-e55d4fc951ca
359,Comercial,4406262e-878f-4d0f-80d3-367cafefa0e5
360,Comercial,2c85e456-0646-4186-aaec-683d16635428
361,Comercial,e8dc5b6b-eab5-49ce-9ee0-a3ce8fba84d9
362,Comercial,a2be5b0d-8f13-4a92-a9a9-c0871d37b471
363,Comercial,a668457e-01d0-44c4-993e-a8ac62bf8509
364,Comercial,ce167294-3aa6-470d-b6da-7c98a0a0274c
365,Comercial,77396079-b1d1-408e-90d4-0af4dbb9a533
366,Comercial,e68e0eac-9a3e-491d-8d68-e795024f51fa
367,Comercial,094e642d-c549-4227-a0a4-d076df2eca14
368,Comercial,d26f386a-6a3d-455f-bccc-73bf70990d56
369,Comercial,47f3ab7b-0748-4219-a926-53843509fb8c
370,Comercial,b89900ce-c14e-4e98-bb57-d3646ffb9fb9
371,Comercial,31d84d4f-6330-4dc8-ae26-aafd1d75b387
372,Comercial,a08471e3-2c22-4b55-b9d0-a31d910122d6
373,Comercial,88a5a9eb-0b54-43c3-a407-8eb54b41a24c
374,Comercial,16d55bf9-1c6d-4928-bf8d-f8480efa5df1
375,Comercial,5ce0a439-0c55-4c07-91ea-bf9792faf727
376,Comercial,645fdc17-134c-4d15-aa40-ebaaa0d5de4b
377,Comercial,d223d743-523e-486a-bed5-ebc139a0adbf
378,Comercial,beddfc82-c9b2-420a-9deb-81c1bb013060
379,Comercial,fe879f20-ce1c-4aeb-b765-d04d99ba3ef8
380,Comercial,3c288ff4-34f0-4527-b096-adb0e6f2beba
381,Comercial,1f0a1ea1-be44-4c3c-8a28-addae7f79521
382,Comercial,5cb809e0-162c-4eb7-8c78-dffba4319b2a
383,Comercial,de800087-886a-4f4f-94a7-544133723bd9
384,Comercial,a7f27f29-406b-422a-b383-1b8bbedcc67f
385,Comercial,9c09aa11-f8fd-433e-b371-a071caeb59c1
386,Comercial,0405cd07-0f42-4260-bf61-07399d453a63
387,Comercial,9dd5a2fc-d6a6-45ad-8763-130496be2d82
388,Comercial,a92679be-0fb2-40e6-8097-838a84ce875e
389,Comercial,9713646d-11ff-49f3-a3f8-0d3bb5832d95
390,Comercial,f33a458b-ab78-4107-94e5-6dabc620278f
391,Comercial,c915db34-68e5-4365-babd-911d1b7f9bfb
392,Comercial,d6de4ad7-b080-48dd-8c4a-47f45f834ed9
393,Comercial,4b3e0620-8b00-45ac-9e04-be434555b829
394,Comercial,672fc853-ca4b-4a3e-b9e8-668d33924272
395,Comercial,ebcde07e-0b61-4fbf-9c80-6380d9b630d4
396,Comercial,2b09e326-4039-4220-b0a8-4b37d991308f
397,Comercial,a3c92d13-1dcf-419d-8cb3-5dea25b812a7
398,Comercial,16be7cb3-d0bb-4cf9-822a-198a3adf32e2
399,Comercial,e0b40ce8-6abb-4678-8057-543caa270d0b
400,Comercial,7150be97-c2db-48a1-99b9-6bf583f3e27e
401,Comercial,eed9f5ce-1810-4133-9820-8fe288e294ab
402,Comercial,c9d60611-d867-458e-ae1e-72970c2c53ae
403,Comercial,747f8644-6845-4589-8538-5bcf7afcdc23
404,Comercial,db86ed6b-cc4a-4f5a-a63d-e1f7f93a76b7
405,Comercial,dd78f2e9-6980-401b-84a0-083f8693f20c
406,Comercial,8125351f-f089-48f9-922d-8f338e49344c
407,Comercial,0b31a720-c443-401d-9272-1d9b5220ea26
408,Comercial,93c147fe-3082-4c9a-ae6c-a9ae7bafdf5c
